good morning	0.0 0.0
good morning hello what can i help you with today can you make can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with british cuisine where should it be bombay please sorry yeah bombay please how many people would be in your party we will be well four which price range are looking for i am looking for i am looking for a expensive oh no moderate restaurant	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 0.0
good morning hello what can i help you with today can you make can you make a restaurant reservation i'm on it <SILENCE> any preference on a type of cuisine with british cuisine where should it be bombay please sorry yeah bombay please how many people would be in your party we will be well four which price range are looking for i am looking for i am looking for a expensive oh no moderate restaurant ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello	0.0
hello hello what can i help you with today may i have a sorry yeah may i have a table for four people with japanese cuisine no sorry with spanish cuisine in a well moderate price range in madrid	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0
hello hello what can i help you with today may i have a sorry yeah may i have a table for four people with japanese cuisine no sorry with spanish cuisine in a well moderate price range in madrid i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello what can i help you with today may i have a sorry yeah may i have a table for four people with japanese cuisine no sorry with spanish cuisine in a well moderate price range in madrid i'm on it <SILENCE> ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning	0.0 1.0 0.0
good good morning hello what can i help you with today may i may i have a table	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE> any preference on a type of cuisine with french food uhm sorry with indian food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE> any preference on a type of cuisine with french food uhm sorry with indian food where should it be in uhm bombay	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE> any preference on a type of cuisine with french food uhm sorry with indian food where should it be in uhm bombay how many people would be in your party for two people please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE> any preference on a type of cuisine with french food uhm sorry with indian food where should it be in uhm bombay how many people would be in your party for two people please which price range are looking for in a in a cheap price range please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0
good good morning hello what can i help you with today may i may i have a table i'm on it <SILENCE> any preference on a type of cuisine with french food uhm sorry with indian food where should it be in uhm bombay how many people would be in your party for two people please which price range are looking for in a in a cheap price range please ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid i'm on it <SILENCE> any preference on a type of cuisine i i love indian food	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid i'm on it <SILENCE> any preference on a type of cuisine i i love indian food how many people would be in your party we will be six uhm sorry four	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid i'm on it <SILENCE> any preference on a type of cuisine i i love indian food how many people would be in your party we will be six uhm sorry four which price range are looking for i am looking uhm yeah i am looking for a cheap uhm sorry for a moderate restaurant	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today can you make a restaurant uhm yeah can you make a restaurant reservation in madrid i'm on it <SILENCE> any preference on a type of cuisine i i love indian food how many people would be in your party we will be six uhm sorry four which price range are looking for i am looking uhm yeah i am looking for a cheap uhm sorry for a moderate restaurant ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today may may i have a table for two people with spanish cuisine in a expensive oh no moderate price range	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0
hi hello what can i help you with today may may i have a table for two people with spanish cuisine in a expensive oh no moderate price range i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today may may i have a table for two people with spanish cuisine in a expensive oh no moderate price range i'm on it <SILENCE> where should it be madrid sorry paris please	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 0.0 0.0
hi hello what can i help you with today may may i have a table for two people with spanish cuisine in a expensive oh no moderate price range i'm on it <SILENCE> where should it be madrid sorry paris please ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello	0.0
hello hello what can i help you with today may i have a table in london with indian cuisine for two may i have a table in london with indian cuisine for two people in a moderate price range	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
hello hello what can i help you with today may i have a table in london with indian cuisine for two may i have a table in london with indian cuisine for two people in a moderate price range i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello what can i help you with today may i have a table in london with indian cuisine for two may i have a table in london with indian cuisine for two people in a moderate price range i'm on it <SILENCE> ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi	0.0 1.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food i'm on it <SILENCE> where should it be madrid oh no london please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food i'm on it <SILENCE> where should it be madrid oh no london please how many people would be in your party for two people please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food i'm on it <SILENCE> where should it be madrid oh no london please how many people would be in your party for two people please which price range are looking for in a moderate price uhm sorry in a cheap price in a cheap price range please	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hi hello what can i help you with today can uhm yeah can you make a restaurant reservation with japanese food oh no with spanish food i'm on it <SILENCE> where should it be madrid oh no london please how many people would be in your party for two people please which price range are looking for in a moderate price uhm sorry in a cheap price in a cheap price range please ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello	0.0 1.0
hello hello hello what can i help you with today may i have a sorry yeah may i have a table in a moderate price range for eight uhm sorry two in rome with italian cuisine	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0
hello hello hello what can i help you with today may i have a sorry yeah may i have a table in a moderate price range for eight uhm sorry two in rome with italian cuisine i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hello hello hello what can i help you with today may i have a sorry yeah may i have a table in a moderate price range for eight uhm sorry two in rome with italian cuisine i'm on it <SILENCE> ok let me look into some options for you <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive price range with korean cuisine uhm sorry with british cuisine in rome for eight people	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
hi hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive price range with korean cuisine uhm sorry with british cuisine in rome for eight people i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today can you make a restaurant can you make a restaurant reservation in a expensive price range with korean cuisine uhm sorry with british cuisine in rome for eight people i'm on it <SILENCE> ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today may i uhm yeah may i have a table in london with korean cuisine uhm sorry with spanish cuisine	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today may i uhm yeah may i have a table in london with korean cuisine uhm sorry with spanish cuisine i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today may i uhm yeah may i have a table in london with korean cuisine uhm sorry with spanish cuisine i'm on it <SILENCE> how many people would be in your party we will be six	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0
hi hello what can i help you with today may i uhm yeah may i have a table in london with korean cuisine uhm sorry with spanish cuisine i'm on it <SILENCE> how many people would be in your party we will be six which price range are looking for i am looking for a i am looking for a moderate restaurant	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
hi hello what can i help you with today may i uhm yeah may i have a table in london with korean cuisine uhm sorry with spanish cuisine i'm on it <SILENCE> how many people would be in your party we will be six which price range are looking for i am looking for a i am looking for a moderate restaurant ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi	0.0
hi hello what can i help you with today i'd like to book a table for eight sorry six people with french cuisine oh no with indian cuisine in a i'd like to book a table for six people with indian cuisine in a moderate price range	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0
hi hello what can i help you with today i'd like to book a table for eight sorry six people with french cuisine oh no with indian cuisine in a i'd like to book a table for six people with indian cuisine in a moderate price range i'm on it <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
hi hello what can i help you with today i'd like to book a table for eight sorry six people with french cuisine oh no with indian cuisine in a i'd like to book a table for six people with indian cuisine in a moderate price range i'm on it <SILENCE> where should it be in in hanoi no sorry in bombay	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0
hi hello what can i help you with today i'd like to book a table for eight sorry six people with french cuisine oh no with indian cuisine in a i'd like to book a table for six people with indian cuisine in a moderate price range i'm on it <SILENCE> where should it be in in hanoi no sorry in bombay ok let me look into some options for you <SILENCE>	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0  0.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning	0.0 1.0 0.0
good good morning hello what can i help you with today may i have a may i have a table in a cheap no moderate price range in rome	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0
good good morning hello what can i help you with today may i have a may i have a table in a cheap no moderate price range in rome i'm on it <SILENCE>	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0
good good morning hello what can i help you with today may i have a may i have a table in a cheap no moderate price range in rome i'm on it <SILENCE> any preference on a type of cuisine i love british food i love british food	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0
good good morning hello what can i help you with today may i have a may i have a table in a cheap no moderate price range in rome i'm on it <SILENCE> any preference on a type of cuisine i love british food i love british food how many people would be in your party we will be we will be four	0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0  0.0 0.0 0.0 1.0 1.0 1.0 0.0
